delivery_id,order_id,delivery_status,delivery_time,rider_id
70,70,Delayed,22:05:00,1547
71,71,Delivered,11:14:00,58
72,72,Delayed,20:50:00,112
73,73,In Transit,16:26:00,208
74,74,Delayed,17:43:00,581
75,75,Failed,15:57:00,1031
76,76,Delivered,15:08:00,1813
77,77,Failed,22:42:00,542
78,78,Failed,09:38:00,1644
79,79,Delivered,19:23:00,283
80,80,Delayed,17:14:00,477
81,81,Delivered,12:45:00,74
82,82,Delivered,13:17:00,1362
83,83,Failed,13:44:00,1407
84,84,In Transit,13:58:00,713
85,85,Delivered,16:13:00,1280
86,86,Failed,09:37:00,315
87,87,Delivered,19:19:00,61
88,88,Delivered,16:59:00,249
89,89,Delivered,15:44:00,319
90,90,In Transit,12:46:00,1877
91,91,Failed,10:46:00,170
92,92,Delayed,10:17:00,108
93,93,Failed,19:11:00,367
94,94,In Transit,17:52:00,874
95,95,Failed,19:55:00,1853
96,96,Delivered,15:17:00,715
97,97,In Transit,18:58:00,1418
98,98,Delayed,10:23:00,1871
99,99,Delayed,12:34:00,18
100,100,In Transit,22:16:00,988
101,101,Failed,16:49:00,502
102,102,Delivered,10:05:00,1259
103,103,Failed,10:12:00,938
104,104,In Transit,18:03:00,821
105,105,Delivered,13:31:00,45
106,106,Delivered,22:17:00,916
107,107,Delayed,17:28:00,386
108,108,Delivered,13:20:00,450
109,109,In Transit,16:21:00,1394
110,110,Delayed,23:02:00,1237
111,111,Delayed,21:24:00,1205
112,112,Failed,23:04:00,1674
113,113,Delayed,10:43:00,1272
114,114,In Transit,10:58:00,1974
115,115,Delayed,15:03:00,208
116,116,Delayed,22:39:00,971
117,117,Delayed,21:35:00,1543
118,118,Delayed,13:53:00,276
119,119,Delivered,23:10:00,467
120,120,Failed,16:26:00,1006
121,121,Failed,17:41:00,478
122,122,Delivered,12:51:00,1639
123,123,Delivered,23:58:00,366
124,124,Delivered,22:48:00,77
125,125,Failed,12:10:00,1967
126,126,In Transit,22:43:00,1838
127,127,Failed,14:03:00,1422
128,128,Failed,13:47:00,1817
129,129,Failed,23:40:00,957
130,130,Delivered,08:51:00,943
131,131,Delayed,18:26:00,1938
132,132,Delivered,20:59:00,395
133,133,In Transit,14:15:00,1254
134,134,Delayed,22:49:00,371
135,135,In Transit,16:22:00,1873
136,136,Delivered,21:16:00,1562
137,137,Delayed,10:58:00,939
138,138,In Transit,16:54:00,365
139,139,Delivered,14:44:00,145
140,140,Delivered,21:49:00,1080
141,141,Delivered,15:31:00,889
142,142,Delayed,20:08:00,1636
143,143,Failed,16:25:00,73
144,144,Failed,18:48:00,1105
145,145,In Transit,20:40:00,1280
146,146,In Transit,19:40:00,1966
147,147,Failed,21:30:00,636
148,148,Failed,19:58:00,1444
149,149,In Transit,21:20:00,473
150,150,Failed,17:49:00,301
151,151,In Transit,14:12:00,577
152,152,Failed,12:30:00,1999
153,153,Delivered,17:02:00,1289
154,154,Delivered,08:13:00,1880
155,155,In Transit,17:07:00,1141
156,156,Failed,18:48:00,1354
157,157,In Transit,12:50:00,148
158,158,Delivered,16:00:00,1108
159,159,Failed,14:17:00,910
160,160,Failed,11:23:00,1458
161,161,In Transit,13:18:00,1341
162,162,Delayed,22:42:00,1538
163,163,In Transit,19:45:00,1148
164,164,Delayed,19:27:00,366
165,165,Failed,20:33:00,1304
166,166,Failed,20:16:00,326
167,167,Failed,18:07:00,1038
168,168,In Transit,14:26:00,1943
169,169,In Transit,21:13:00,126
170,170,Delivered,23:24:00,1208
171,171,In Transit,19:34:00,349
172,172,Delayed,12:49:00,1156
173,173,Delayed,22:36:00,126
174,174,Failed,11:19:00,1353
175,175,Delayed,22:38:00,146
176,176,Delayed,15:36:00,403
177,177,Failed,08:18:00,402
178,178,In Transit,21:00:00,1301
179,179,In Transit,22:49:00,5
180,180,Failed,09:32:00,169
181,181,Failed,08:18:00,223
182,182,Delivered,14:13:00,1760
183,183,Delayed,20:21:00,1545
184,184,Failed,21:54:00,1865
185,185,Failed,23:28:00,1734
186,186,Delayed,22:15:00,288
187,187,Failed,19:59:00,640
188,188,In Transit,09:00:00,662
189,189,Failed,14:06:00,962
190,190,Delayed,17:30:00,268
191,191,Delayed,09:12:00,1101
192,192,Delivered,08:40:00,1290
193,193,Failed,11:11:00,1512
194,194,Failed,20:00:00,592
195,195,Delayed,16:24:00,293
196,196,Delayed,22:31:00,525
197,197,Delivered,22:15:00,468
198,198,In Transit,16:12:00,1352
199,199,In Transit,16:03:00,942
200,200,Failed,21:54:00,391
201,201,Failed,22:57:00,86
202,202,Delivered,21:05:00,809
203,203,Delivered,15:47:00,1853
204,204,Failed,19:50:00,1959
205,205,Failed,19:39:00,64
206,206,In Transit,14:30:00,1817
207,207,Delayed,15:56:00,1375
208,208,Failed,10:24:00,1926
209,209,In Transit,14:56:00,1507
210,210,Delivered,15:41:00,150
211,211,Failed,22:30:00,905
212,212,In Transit,17:11:00,546
213,213,Failed,14:08:00,1445
214,214,Failed,11:30:00,1767
215,215,In Transit,11:51:00,182
216,216,Delivered,09:27:00,1128
217,217,Delayed,22:43:00,1205
218,218,Delayed,17:16:00,1836
219,219,Delivered,14:20:00,217
220,220,In Transit,16:52:00,1806
221,221,Failed,11:01:00,502
222,222,In Transit,20:50:00,547
223,223,Delivered,23:40:00,1655
224,224,In Transit,20:04:00,1121
225,225,Delayed,13:41:00,1553
226,226,Delivered,10:06:00,162
227,227,Delayed,20:46:00,77
228,228,In Transit,09:57:00,699
229,229,In Transit,17:44:00,540
230,230,Failed,20:58:00,1344
231,231,In Transit,22:42:00,1351
232,232,In Transit,17:37:00,788
233,233,Failed,15:04:00,1440
234,234,Failed,19:45:00,1087
235,235,In Transit,12:35:00,136
236,236,Delayed,10:45:00,179
237,237,In Transit,12:05:00,1582
238,238,Delayed,14:31:00,1866
239,239,In Transit,15:15:00,209
240,240,Failed,21:26:00,1039
241,241,Delivered,18:47:00,477
242,242,Failed,11:53:00,970
243,243,In Transit,23:24:00,473
244,244,In Transit,15:04:00,547
245,245,Failed,16:04:00,1432
246,246,Delivered,08:35:00,269
247,247,Delivered,19:10:00,558
248,248,In Transit,08:16:00,1493
249,249,Delayed,23:18:00,964
250,250,Delivered,14:15:00,1828
251,251,Failed,10:45:00,1070
252,252,Failed,21:44:00,1515
253,253,Delivered,16:25:00,45
254,254,Failed,08:56:00,1233
255,255,In Transit,08:45:00,518
256,256,In Transit,18:49:00,1080
257,257,Delivered,21:29:00,1493
258,258,Failed,16:58:00,1016
259,259,Failed,19:29:00,1398
260,260,In Transit,10:37:00,59
261,261,Delayed,16:32:00,1945
262,262,Delayed,17:37:00,1168
263,263,Delivered,23:53:00,1473
264,264,In Transit,12:55:00,740
265,265,Failed,10:53:00,183
266,266,Delayed,16:32:00,1147
267,267,Failed,09:57:00,864
268,268,In Transit,09:13:00,574
269,269,Delivered,18:59:00,966
270,270,Delayed,17:00:00,1030
271,271,Delayed,16:25:00,1156
272,272,Failed,16:27:00,363
273,273,Delivered,08:15:00,656
274,274,Delayed,12:43:00,1816
275,275,Failed,18:31:00,1128
276,276,Delayed,10:50:00,748
277,277,Delivered,16:00:00,1849
278,278,Failed,15:19:00,461
279,279,Delivered,16:48:00,1316
280,280,Failed,12:13:00,91
281,281,Delayed,21:25:00,335
282,282,Failed,09:49:00,60
283,283,Delayed,12:33:00,1534
284,284,Delivered,20:53:00,722
285,285,Delayed,08:37:00,1472
286,286,Failed,08:59:00,1399
287,287,In Transit,19:29:00,244
288,288,Delayed,19:10:00,266
289,289,In Transit,11:44:00,1432
290,290,Failed,16:51:00,37
291,291,Delayed,18:19:00,1645
292,292,Delivered,19:42:00,1216
293,293,Delayed,11:07:00,1432
294,294,In Transit,13:43:00,76
295,295,Delayed,13:33:00,248
296,296,Failed,21:07:00,1970
297,297,Delayed,14:26:00,1841
298,298,Delivered,10:14:00,834
299,299,Delayed,14:11:00,1384
300,300,Delivered,20:40:00,1637
301,301,Failed,15:32:00,272
302,302,In Transit,19:39:00,315
303,303,Delivered,10:52:00,1433
304,304,Delivered,22:38:00,1956
305,305,In Transit,13:56:00,913
306,306,Failed,08:58:00,629
307,307,Failed,15:05:00,1656
308,308,Delivered,16:47:00,731
309,309,Failed,23:46:00,556
310,310,Failed,11:41:00,228
311,311,In Transit,21:39:00,1110
312,312,In Transit,11:32:00,1282
313,313,In Transit,08:38:00,1880
314,314,Delivered,08:33:00,62
315,315,Failed,14:14:00,841
316,316,Delivered,09:03:00,1222
317,317,Delivered,20:16:00,972
318,318,Delayed,12:42:00,1555
319,319,Delivered,18:36:00,1424
320,320,Delivered,20:26:00,223
321,321,Delayed,22:57:00,1921
322,322,Failed,19:19:00,1476
323,323,In Transit,11:54:00,1936
324,324,Delayed,14:00:00,1502
325,325,Delayed,21:50:00,318
326,326,Delayed,18:51:00,903
327,327,Delivered,18:00:00,1361
328,328,Delivered,13:11:00,1172
329,329,Delivered,20:35:00,1258
330,330,Delivered,23:42:00,729
331,331,Delayed,23:33:00,527
332,332,In Transit,11:31:00,104
333,333,Delayed,23:19:00,1324
334,334,In Transit,10:02:00,75
335,335,In Transit,10:36:00,1070
336,336,Delivered,08:56:00,383
337,337,Delivered,14:40:00,1352
338,338,Delayed,08:50:00,452
339,339,Delayed,11:50:00,1759
340,340,Delayed,09:27:00,664
341,341,Delayed,10:43:00,1989
342,342,Failed,21:45:00,657
343,343,Failed,18:02:00,304
344,344,Delivered,12:17:00,1523
345,345,Failed,18:16:00,663
346,346,Delayed,22:38:00,1055
347,347,Failed,11:07:00,1751
348,348,Delivered,09:38:00,1916
349,349,Failed,08:46:00,624
350,350,Failed,23:16:00,1269
351,351,In Transit,17:44:00,877
352,352,Delivered,14:09:00,352
353,353,Delivered,20:21:00,482
354,354,Delayed,09:35:00,1589
355,355,In Transit,11:18:00,1534
356,356,Delivered,21:34:00,922
357,357,Delayed,18:17:00,610
358,358,Delayed,22:30:00,216
359,359,Failed,22:51:00,1260
360,360,In Transit,18:38:00,1112
361,361,Failed,12:23:00,921
362,362,In Transit,08:34:00,36
363,363,Delivered,17:18:00,1846
364,364,Delayed,12:32:00,845
365,365,Failed,16:00:00,566
366,366,In Transit,14:50:00,1872
367,367,In Transit,09:34:00,658
368,368,Delayed,08:45:00,747
369,369,Delivered,22:56:00,645
370,370,Failed,19:02:00,211
371,371,Failed,19:42:00,122
372,372,Failed,12:59:00,450
373,373,Delivered,15:42:00,1377
374,374,Delayed,14:50:00,137
375,375,Delayed,11:28:00,1271
376,376,In Transit,20:58:00,72
377,377,Delayed,14:44:00,1742
378,378,In Transit,18:48:00,1824
379,379,In Transit,17:30:00,745
380,380,Delayed,09:27:00,1894
381,381,Delayed,13:01:00,802
382,382,Delivered,08:40:00,904
383,383,Delayed,12:58:00,1868
384,384,Delivered,08:10:00,712
385,385,Failed,09:28:00,1492
386,386,In Transit,12:42:00,893
387,387,In Transit,23:24:00,1018
388,388,Delivered,23:24:00,1514
389,389,Failed,20:31:00,1261
390,390,Delayed,11:34:00,821
391,391,Failed,21:45:00,1904
392,392,Delayed,08:53:00,159
393,393,In Transit,15:03:00,1534
394,394,Delayed,14:09:00,1669
395,395,In Transit,23:15:00,1091
396,396,Delayed,11:16:00,1899
397,397,In Transit,08:12:00,364
398,398,Delayed,15:00:00,874
399,399,In Transit,15:47:00,1685
400,400,Delivered,23:53:00,1985
401,401,Delayed,16:40:00,1455
402,402,Delayed,10:44:00,1353
403,403,Delayed,18:30:00,1168
404,404,In Transit,19:53:00,711
405,405,Delayed,15:31:00,1125
406,406,Delivered,18:58:00,7
407,407,Delayed,09:07:00,232
408,408,In Transit,17:38:00,242
409,409,Delayed,09:48:00,1422
410,410,Failed,09:43:00,1507
411,411,Delivered,11:47:00,241
412,412,Delayed,15:44:00,1710
413,413,Delayed,13:54:00,112
414,414,Delayed,14:05:00,1852
415,415,Failed,20:02:00,809
416,416,In Transit,20:20:00,1141
417,417,Delayed,23:28:00,1865
418,418,Delivered,11:16:00,1589
419,419,Failed,19:43:00,1394
420,420,Delivered,12:26:00,736
421,421,Delivered,10:50:00,1674
422,422,In Transit,19:38:00,567
423,423,In Transit,15:02:00,1780
424,424,Delivered,22:03:00,1522
425,425,In Transit,16:49:00,1683
426,426,In Transit,19:03:00,271
427,427,Delivered,23:04:00,719
428,428,In Transit,13:42:00,669
429,429,Delayed,13:25:00,799
430,430,Delayed,13:03:00,1068
431,431,Delayed,18:35:00,537
432,432,Failed,21:25:00,1403
433,433,Failed,16:55:00,1662
434,434,In Transit,21:47:00,1426
435,435,Delayed,19:22:00,93
436,436,Failed,13:17:00,831
437,437,Delivered,23:06:00,435
438,438,Failed,10:40:00,1546
439,439,Delivered,15:14:00,1015
440,440,Delivered,16:44:00,712
441,441,Delivered,12:51:00,708
442,442,Delivered,14:20:00,1484
443,443,Failed,18:42:00,660
444,444,In Transit,17:56:00,1097
445,445,Failed,14:12:00,680
446,446,Delivered,15:12:00,1453
447,447,Delayed,15:55:00,1078
448,448,In Transit,18:39:00,1181
449,449,Failed,14:03:00,1977
450,450,In Transit,16:47:00,1572
451,451,In Transit,14:36:00,208
452,452,In Transit,22:30:00,49
453,453,In Transit,21:41:00,1064
454,454,In Transit,09:46:00,1381
455,455,In Transit,17:36:00,1042
456,456,Failed,20:12:00,439
457,457,Delivered,18:18:00,1412
458,458,Delayed,13:41:00,861
459,459,Delivered,17:37:00,549
460,460,Delayed,12:36:00,1924
461,461,Delayed,22:37:00,1197
462,462,In Transit,21:08:00,1717
463,463,In Transit,15:23:00,1299
464,464,In Transit,17:12:00,1807
465,465,Delayed,18:45:00,1815
466,466,In Transit,10:02:00,730
467,467,Failed,15:36:00,380
468,468,Delivered,20:15:00,1704
469,469,Failed,18:23:00,1573
470,470,Delayed,08:05:00,1580
471,471,Failed,21:44:00,1902
472,472,Delayed,10:12:00,374
473,473,Delayed,18:48:00,720
474,474,Delivered,16:12:00,217
475,475,Delayed,18:15:00,1996
476,476,Failed,14:01:00,393
477,477,In Transit,16:25:00,490
478,478,In Transit,12:02:00,667
479,479,Delayed,22:54:00,1214
480,480,Delivered,09:38:00,553
481,481,In Transit,12:59:00,1128
482,482,In Transit,18:04:00,47
483,483,Delayed,14:42:00,777
484,484,Failed,12:42:00,1131
485,485,Delivered,09:49:00,1191
486,486,In Transit,18:12:00,876
487,487,In Transit,19:12:00,1911
488,488,Delayed,15:35:00,1418
489,489,In Transit,12:57:00,34
490,490,Failed,08:00:00,223
491,491,Delivered,18:20:00,1931
492,492,In Transit,23:19:00,26
493,493,Failed,15:22:00,1824
494,494,Failed,13:55:00,1170
495,495,Delayed,16:46:00,1406
496,496,In Transit,10:59:00,581
497,497,In Transit,13:15:00,443
498,498,Delivered,08:26:00,1022
499,499,Failed,21:44:00,1070
500,500,Delivered,09:39:00,584
501,501,Failed,20:46:00,1800
502,502,Failed,22:54:00,1338
503,503,Failed,11:32:00,1882
504,504,In Transit,23:23:00,1872
505,505,Failed,17:22:00,1440
506,506,In Transit,19:31:00,1170
507,507,Delivered,21:40:00,1835
508,508,In Transit,18:09:00,1047
509,509,In Transit,10:50:00,124
510,510,In Transit,21:03:00,659
511,511,In Transit,15:28:00,1154
512,512,Failed,17:33:00,1590
513,513,Delivered,17:39:00,1341
514,514,Delayed,16:04:00,1259
515,515,Failed,22:16:00,1687
516,516,Delayed,10:41:00,1778
517,517,Failed,12:34:00,1026
518,518,Failed,19:47:00,535
519,519,Delivered,21:17:00,1772
520,520,Delivered,16:00:00,1162
521,521,Delayed,18:48:00,1380
522,522,Delayed,10:56:00,848
523,523,Delayed,20:56:00,1641
524,524,Delivered,21:50:00,508
525,525,Failed,08:05:00,1106
526,526,Failed,21:32:00,894
527,527,In Transit,20:01:00,426
528,528,In Transit,15:34:00,1382
529,529,Failed,11:40:00,977
530,530,Delivered,20:31:00,1486
531,531,In Transit,16:20:00,625
532,532,Delivered,17:33:00,358
533,533,Delivered,17:19:00,1196
534,534,Delayed,14:02:00,355
535,535,Delivered,09:01:00,626
536,536,Delivered,14:47:00,20
537,537,Failed,10:06:00,7
538,538,Delivered,14:23:00,640
539,539,In Transit,19:43:00,1737
540,540,Delivered,12:15:00,579
541,541,Delivered,14:20:00,268
542,542,Failed,15:25:00,1144
543,543,Delayed,22:46:00,1384
544,544,Delayed,10:25:00,363
545,545,Delayed,12:46:00,1696
546,546,In Transit,22:58:00,1405
547,547,Delayed,11:37:00,1212
548,548,In Transit,08:16:00,405
549,549,Delayed,10:51:00,1695
550,550,In Transit,12:51:00,1207
551,551,Delivered,12:06:00,817
552,552,Delivered,10:15:00,1878
553,553,Failed,14:59:00,265
554,554,Delayed,14:50:00,644
555,555,Delayed,15:11:00,1956
556,556,In Transit,12:32:00,1291
557,557,Delivered,10:48:00,634
558,558,Delivered,08:07:00,1916
559,559,Delayed,16:03:00,1363
560,560,Failed,18:25:00,24
561,561,Delivered,16:31:00,874
562,562,In Transit,10:24:00,503
563,563,Delayed,23:42:00,1354
564,564,In Transit,16:10:00,1709
565,565,In Transit,09:58:00,1011
566,566,In Transit,20:54:00,1244
567,567,Delivered,10:43:00,1501
568,568,Delivered,22:05:00,825
569,569,Delayed,18:08:00,455
570,570,Delayed,18:10:00,172
571,571,Delivered,20:53:00,1273
572,572,Delayed,16:03:00,1078
573,573,Delayed,20:57:00,175
574,574,In Transit,22:42:00,893
575,575,Delayed,15:01:00,745
576,576,Delivered,21:23:00,1913
577,577,Failed,10:31:00,1707
578,578,Delivered,16:06:00,1151
579,579,In Transit,12:39:00,80
580,580,Delivered,15:07:00,774
581,581,Failed,16:34:00,523
582,582,In Transit,13:30:00,224
583,583,Failed,12:52:00,1766
584,584,Failed,14:35:00,636
585,585,Delivered,12:40:00,1070
586,586,Delayed,17:22:00,927
587,587,In Transit,15:19:00,327
588,588,Delivered,10:25:00,1662
589,589,Delayed,19:53:00,193
590,590,Failed,10:33:00,893
591,591,Delivered,22:03:00,592
592,592,Delayed,22:36:00,395
593,593,Delivered,10:02:00,97
594,594,Delayed,13:18:00,699
595,595,Delayed,09:18:00,824
596,596,Delayed,21:34:00,500
597,597,In Transit,11:07:00,384
598,598,Delivered,11:49:00,1020
599,599,Delivered,19:38:00,1452
600,600,Delivered,23:15:00,501
601,601,In Transit,17:52:00,206
602,602,Delayed,16:21:00,641
603,603,In Transit,15:09:00,1906
604,604,In Transit,13:14:00,1195
605,605,In Transit,13:02:00,391
606,606,Delivered,21:55:00,946
607,607,Delayed,17:13:00,673
608,608,Delayed,14:22:00,1628
609,609,Delayed,19:49:00,1261
610,610,Failed,22:29:00,35
611,611,In Transit,09:29:00,1056
612,612,Failed,17:43:00,823
613,613,Delivered,20:06:00,1793
614,614,Failed,18:52:00,1120
615,615,Delivered,08:42:00,1529
616,616,In Transit,17:15:00,1194
617,617,In Transit,20:02:00,1290
618,618,Failed,23:59:00,281
619,619,Failed,21:29:00,1676
620,620,Failed,14:47:00,267
621,621,Delivered,19:22:00,213
622,622,Delayed,15:11:00,1007
623,623,Failed,10:33:00,1560
624,624,Failed,11:18:00,1469
625,625,In Transit,13:27:00,1889
626,626,Delivered,22:52:00,1503
627,627,In Transit,13:37:00,1053
628,628,Delivered,14:38:00,1569
629,629,In Transit,14:11:00,1110
630,630,Delayed,17:44:00,557
631,631,Failed,17:12:00,159
632,632,Delivered,22:48:00,2000
633,633,Failed,15:15:00,272
634,634,In Transit,12:37:00,549
635,635,Delayed,11:42:00,1223
636,636,In Transit,23:11:00,809
637,637,Delivered,11:41:00,1379
638,638,In Transit,16:41:00,801
639,639,In Transit,12:02:00,288
640,640,In Transit,18:05:00,325
641,641,Delayed,09:31:00,1938
642,642,In Transit,19:55:00,1764
643,643,In Transit,13:25:00,742
644,644,Delivered,08:08:00,1092
645,645,Failed,15:34:00,136
646,646,Delivered,19:25:00,457
647,647,Delivered,16:37:00,1142
648,648,Failed,10:21:00,1676
649,649,Delayed,21:58:00,160
650,650,Delayed,13:57:00,375
651,651,Delayed,23:01:00,1468
652,652,Failed,22:27:00,1234
653,653,Delivered,23:08:00,742
654,654,Failed,23:26:00,1145
655,655,Delivered,18:13:00,1044
656,656,Failed,08:41:00,715
657,657,Failed,16:53:00,203
658,658,In Transit,19:52:00,448
659,659,Delayed,12:26:00,1656
660,660,In Transit,11:59:00,695
661,661,Failed,16:01:00,971
662,662,In Transit,20:36:00,890
663,663,Failed,16:47:00,1981
664,664,Delivered,20:42:00,793
665,665,In Transit,22:23:00,880
666,666,Failed,15:10:00,1679
667,667,In Transit,22:14:00,1101
668,668,Failed,22:01:00,1034
669,669,Failed,11:10:00,345
670,670,Delayed,13:55:00,931
671,671,Delayed,08:57:00,1054
672,672,In Transit,11:07:00,837
673,673,Delivered,22:53:00,423
674,674,Delayed,19:19:00,1857
675,675,Delayed,08:24:00,1768
676,676,Failed,16:54:00,920
677,677,Delivered,08:52:00,707
678,678,Delivered,23:55:00,1049
679,679,Delivered,22:10:00,1681
680,680,Failed,11:37:00,1664
681,681,Delivered,20:42:00,531
682,682,Delivered,14:05:00,262
683,683,In Transit,13:07:00,136
684,684,Delayed,18:53:00,639
685,685,Delayed,09:07:00,1854
686,686,Delivered,09:33:00,956
687,687,Delayed,21:07:00,1016
688,688,Delivered,09:11:00,399
689,689,In Transit,08:46:00,379
690,690,Delayed,23:14:00,730
691,691,In Transit,23:07:00,1503
692,692,Failed,22:16:00,959
693,693,Failed,17:29:00,144
694,694,Failed,18:43:00,724
695,695,Delivered,21:06:00,801
696,696,Failed,18:37:00,1602
697,697,Delayed,10:06:00,303
698,698,Delivered,18:13:00,1531
699,699,In Transit,19:37:00,1303
700,700,Delayed,11:25:00,462
701,701,Delayed,16:01:00,1788
702,702,Delayed,12:29:00,358
703,703,In Transit,21:58:00,764
704,704,Delivered,22:25:00,1139
705,705,Delayed,19:45:00,592
706,706,In Transit,08:04:00,1882
707,707,Delivered,20:45:00,1590
708,708,In Transit,12:18:00,499
709,709,In Transit,14:25:00,685
710,710,Delayed,14:38:00,1722
711,711,Delivered,14:44:00,1123
712,712,Delivered,09:44:00,1091
713,713,Delivered,16:13:00,948
714,714,In Transit,21:10:00,1220
715,715,Delayed,19:11:00,1890
716,716,Delayed,14:20:00,979
717,717,Delayed,17:50:00,1122
718,718,Delivered,16:15:00,1164
719,719,In Transit,21:42:00,292
720,720,Delivered,18:57:00,14
721,721,Delivered,17:06:00,662
722,722,Failed,18:20:00,156
723,723,In Transit,10:35:00,255
724,724,Delivered,12:36:00,536
725,725,Failed,09:44:00,1726
726,726,In Transit,09:13:00,899
727,727,Failed,17:55:00,960
728,728,In Transit,13:06:00,276
729,729,Delayed,20:44:00,1037
730,730,Delivered,20:14:00,845
731,731,Failed,18:42:00,1441
732,732,Failed,12:50:00,1324
733,733,Delayed,23:53:00,1584
734,734,Failed,09:01:00,1908
735,735,Failed,13:14:00,1626
736,736,Delivered,10:22:00,1460
737,737,In Transit,13:18:00,1603
738,738,Delivered,13:08:00,1498
739,739,In Transit,23:14:00,1296
740,740,Delivered,23:52:00,92
741,741,In Transit,14:25:00,1011
742,742,Delayed,20:49:00,1494
743,743,Delayed,16:56:00,1425
744,744,Delayed,15:43:00,556
745,745,In Transit,14:48:00,1295
746,746,Failed,22:37:00,1679
747,747,Delivered,19:00:00,1433
748,748,Failed,08:21:00,1246
749,749,Delayed,09:08:00,804
750,750,Failed,23:07:00,482
751,751,Delayed,19:24:00,777
752,752,Delivered,10:19:00,1094
753,753,Delivered,19:01:00,934
754,754,Failed,19:58:00,377
755,755,Delivered,08:10:00,1984
756,756,Failed,09:00:00,11
757,757,Delivered,17:41:00,1931
758,758,In Transit,15:43:00,466
759,759,In Transit,19:50:00,553
760,760,In Transit,17:12:00,420
761,761,Failed,12:13:00,1087
762,762,Delivered,09:50:00,1905
763,763,In Transit,16:40:00,258
764,764,In Transit,10:53:00,1237
765,765,Failed,08:32:00,1223
766,766,Failed,11:02:00,245
767,767,Failed,16:31:00,782
768,768,Delayed,14:45:00,476
769,769,Delayed,18:45:00,5
770,770,Delayed,18:30:00,274
771,771,Failed,13:01:00,1876
772,772,Delivered,23:26:00,1317
773,773,Failed,16:04:00,757
774,774,Delayed,11:19:00,1099
775,775,Delayed,15:35:00,803
776,776,Delayed,12:21:00,54
777,777,Delivered,14:02:00,1380
778,778,In Transit,21:26:00,1663
779,779,Delivered,21:39:00,206
780,780,Failed,20:17:00,1320
781,781,Failed,08:35:00,1959
782,782,Delivered,12:27:00,1865
783,783,Delayed,23:10:00,533
784,784,In Transit,11:20:00,641
785,785,In Transit,17:52:00,664
786,786,Failed,15:07:00,166
787,787,In Transit,23:02:00,1639
788,788,Failed,13:27:00,777
789,789,Failed,21:29:00,331
790,790,Failed,20:10:00,1447
791,791,Failed,17:38:00,1562
792,792,Failed,17:26:00,1955
793,793,Delayed,18:39:00,657
794,794,Failed,14:12:00,1485
795,795,In Transit,23:03:00,668
796,796,Failed,21:18:00,1919
797,797,Delayed,22:52:00,759
798,798,Failed,23:46:00,994
799,799,In Transit,21:52:00,1965
800,800,Delivered,10:54:00,461
801,801,Failed,12:31:00,1528
802,802,In Transit,19:17:00,898
803,803,Delivered,14:01:00,563
804,804,Delivered,16:35:00,1994
805,805,In Transit,22:29:00,1383
806,806,Failed,21:27:00,398
807,807,Failed,20:24:00,421
808,808,Failed,08:34:00,1394
